assay,model,rho,params,DMS_id,MSA_Neff_L,MSA_Neff_L_category,UniProt_ID,taxon,seq_len,sel,lp,ld,llen,z_llen,cooks_d,leverage,high_influence
BRCA2_HUMAN_Erwood_2022_HEK293T,ESM2 (650M),0.51,650000000.0,BRCA2_HUMAN_Erwood_2022_HEK293T,0.02,Low,BRCA2_HUMAN,Human,3418,OrganismalFitness,-0.6757952668298763,-3.00708853172756,1.1910747471421779,2.473860247698674,0.002279104313228416,0.05945833729589821,False
C6KNH7_9INFA_Lee_2018,ESM2 (650M),0.483,650000000.0,C6KNH7_9INFA_Lee_2018,16.0,Medium,C6KNH7_9INFA,Virus,566,OrganismalFitness,-0.6757952668298763,-0.10399854473561665,0.41011911994573147,0.8518167227449414,0.0024671684352319694,0.028706342389664973,False
CALM1_HUMAN_Weile_2017,ESM2 (650M),0.212,650000000.0,CALM1_HUMAN_Weile_2017,190.77,High,CALM1_HUMAN,Human,149,OrganismalFitness,-0.6757952668298763,0.9723915523117346,-0.16951104283026597,-0.3520741510219301,0.004851555262964013,0.031258292706165196,False
CAPSD_AAV2S_Sinai_2021,ESM2 (650M),0.277,650000000.0,CAPSD_AAV2S_Sinai_2021,0.26,Low,CAPSD_AAV2S,Virus,735,OrganismalFitness,-0.6757952668298763,-1.8931451794207235,0.5235900278416548,1.0874956077078965,0.0008476993763149329,0.03890116302719164,False
CAR11_HUMAN_Meitlis_2020_gof,ESM2 (650M),0.326,650000000.0,CAR11_HUMAN_Meitlis_2020_gof,0.04,Low,CAR11_HUMAN,Human,1154,OrganismalFitness,-0.6757952668298763,-2.706058536063579,0.7195084975771726,1.4944179400229465,4.998962556408803e-05,0.03617848145723923,False
CAR11_HUMAN_Meitlis_2020_lof,ESM2 (650M),0.501,650000000.0,CAR11_HUMAN_Meitlis_2020_lof,0.04,Low,CAR11_HUMAN,Human,1154,OrganismalFitness,-0.6757952668298763,-2.706058536063579,0.7195084975771726,1.4944179400229465,0.0014202270465992605,0.03617848145723923,False
CAS9_STRP1_Spencer_2017_positive,ESM2 (650M),0.182,650000000.0,CAS9_STRP1_Spencer_2017_positive,1.14,Medium,CAS9_STRP1,Prokaryote,1368,Activity,-0.6757952668298763,-1.251213676055069,0.7933887861415574,1.6478671751834342,0.005256759430910001,0.05948899279849121,False
CASP3_HUMAN_Roychowdhury_2020,ESM2 (650M),0.638,650000000.0,CASP3_HUMAN_Roychowdhury_2020,111.55,High,CASP3_HUMAN,Human,258,Activity,-0.6757952668298763,0.7393510472283151,0.06892239472069006,0.14315169798101607,0.0009389451026659392,0.02871662133474199,False
CASP7_HUMAN_Roychowdhury_2020,ESM2 (650M),0.622,650000000.0,CASP7_HUMAN_Roychowdhury_2020,80.66,Medium,CASP7_HUMAN,Human,281,Activity,-0.6757952668298763,0.5985396902800584,0.10600900866253982,0.22018053279816271,0.0007678096344516063,0.02759205304352701,False
CATR_CHLRE_Tsuboyama_2023_2AMI,ESM2 (650M),0.658,650000000.0,CATR_CHLRE_Tsuboyama_2023_2AMI,1107.51,High,CATR_CHLRE,Eukaryote,72,Stability,-0.6757952668298763,1.7362291288807326,-0.48536481481127147,-1.0081019044977733,0.0001514480303044861,0.03537988575090147,False
CBPA2_HUMAN_Tsuboyama_2023_1O6X,ESM2 (650M),0.702,650000000.0,CBPA2_HUMAN_Tsuboyama_2023_1O6X,43.64,Medium,CBPA2_HUMAN,Human,72,Stability,-0.6757952668298763,0.33176621452476285,-0.48536481481127147,-1.0081019044977733,0.00094165848798989,0.01999929979029019,False
CBS_HUMAN_Sun_2020,ESM2 (650M),0.342,650000000.0,CBS_HUMAN_Sun_2020,3.5,Medium,CBS_HUMAN,Human,551,OrganismalFitness,-0.6757952668298763,-0.7640504830412658,0.39845428760924495,0.8275888855898484,0.00032729691831140693,0.01795991050686028,False
CBX4_HUMAN_Tsuboyama_2023_2K28,ESM2 (650M),0.682,650000000.0,CBX4_HUMAN_Tsuboyama_2023_2K28,269.65,High,CBX4_HUMAN,Human,50,Stability,-0.6757952668298763,1.1226818972326398,-0.6437273069065212,-1.3370205343830301,0.00044420209211310695,0.021313697382553246,False
CCDB_ECOLI_Adkar_2012,ESM2 (650M),0.466,650000000.0,CCDB_ECOLI_Adkar_2012,168.82,High,CCDB_ECOLI,Prokaryote,101,Activity,-0.6757952668298763,0.9193053685421217,-0.33837593745989736,-0.7028062533172734,2.568064518906796e-05,0.03974312105551044,False
CCDB_ECOLI_Tripathi_2016,ESM2 (650M),0.511,650000000.0,CCDB_ECOLI_Tripathi_2016,168.82,High,CCDB_ECOLI,Prokaryote,101,OrganismalFitness,-0.6757952668298763,0.9193053685421217,-0.33837593745989736,-0.7028062533172734,0.0002029982192507992,0.03435717892410916,False
CCR5_HUMAN_Gill_2023,ESM2 (650M),0.347,650000000.0,CCR5_HUMAN_Gill_2023,182.74,High,CCR5_HUMAN,Human,352,Binding,-0.6757952668298763,0.9537150931842096,0.2038453522355912,0.42338645394315205,0.0018737181233977687,0.08307061337129136,False
CD19_HUMAN_Klesmith_2019_FMC_singles,ESM2 (650M),0.05,650000000.0,CD19_HUMAN_Klesmith_2019_FMC_singles,0.5,Low,CD19_HUMAN,Human,556,Binding,-0.6757952668298763,-1.6091485230555227,0.4023774803395175,0.8357373502960044,0.009311474247737843,0.06694561235296508,True
CP2C9_HUMAN_Amorosi_2021_abundance,ESM2 (650M),0.635,650000000.0,CP2C9_HUMAN_Amorosi_2021_abundance,165.48,High,CP2C9_HUMAN,Human,490,Expression,-0.6757952668298763,0.910626984831933,0.34749876878597385,0.7217543586466754,0.0018350254976649838,0.057652051384937314,False
CP2C9_HUMAN_Amorosi_2021_activity,ESM2 (650M),0.679,650000000.0,CP2C9_HUMAN_Amorosi_2021_activity,165.48,High,CP2C9_HUMAN,Human,490,Binding,-0.6757952668298763,0.910626984831933,0.34749876878597385,0.7217543586466754,0.00822699897482113,0.0857043856340725,True
CSN4_MOUSE_Tsuboyama_2023_1UFM,ESM2 (650M),0.484,650000000.0,CSN4_MOUSE_Tsuboyama_2023_1UFM,48.23,Medium,CSN4_MOUSE,Eukaryote,72,Stability,-0.6757952668298763,0.37519873453034114,-0.48536481481127147,-1.0081019044977733,0.00010647808752213255,0.027533575488964426,False
CUE1_YEAST_Tsuboyama_2023_2MYX,ESM2 (650M),0.547,650000000.0,CUE1_YEAST_Tsuboyama_2023_2MYX,7.64,Medium,CUE1_YEAST,Eukaryote,52,Stability,-0.6757952668298763,-0.4250251688158515,-0.6266939676077408,-1.3016423172913478,0.00030977109043432927,0.03320325004748867,False
D7PM05_CLYGR_Somermeyer_2022,ESM2 (650M),0.05,650000000.0,D7PM05_CLYGR_Somermeyer_2022,0.6,Low,D7PM05_CLYGR,Eukaryote,235,Activity,-0.6757952668298763,-1.5299672770078978,0.028370551029196278,0.05892558679867425,0.007906963184825732,0.045003588187724014,True
DLG4_HUMAN_Faure_2021,ESM2 (650M),0.584,650000000.0,DLG4_HUMAN_Faure_2021,0.46,Low,DLG4_HUMAN,Human,724,OrganismalFitness,-0.6757952668298763,-1.6453606957099673,0.5170412549546071,1.0738938174295403,0.0013076684294694124,0.022306534146207955,False
DLG4_RAT_McLaughlin_2012,ESM2 (650M),0.543,650000000.0,DLG4_RAT_McLaughlin_2012,0.36,Low,DLG4_RAT,Eukaryote,724,Binding,-0.6757952668298763,-1.7518160266242542,0.5170412549546071,1.0738938174295403,0.009577268121831612,0.08635286712202422,True
DN7A_SACS2_Tsuboyama_2023_1JIC,ESM2 (650M),0.337,650000000.0,DN7A_SACS2_Tsuboyama_2023_1JIC,24.82,Medium,DN7A_SACS2,Prokaryote,55,Stability,-0.6757952668298763,0.08668324977116959,-0.6023346217482961,-1.2510479968876846,0.0009882431879435743,0.028141757652027945,False
DNJA1_HUMAN_Tsuboyama_2023_2LO1,ESM2 (650M),0.803,650000000.0,DNJA1_HUMAN_Tsuboyama_2023_2LO1,547.68,High,DNJA1_HUMAN,Human,65,Stability,-0.6757952668298763,1.4304083544022603,-0.5297839545996845,-1.1003603831727549,0.0016998858044012452,0.02307698974639322,False
DOCK1_MOUSE_Tsuboyama_2023_2M0Y,ESM2 (650M),0.531,650000000.0,DOCK1_MOUSE_Tsuboyama_2023_2M0Y,368.28,High,DOCK1_MOUSE,Eukaryote,66,Stability,-0.6757952668298763,1.258059607087906,-0.5231533757006712,-1.0865886819450563,0.00012342178512099052,0.029849841316656855,False
DYR_ECOLI_Nguyen_2023,ESM2 (650M),0.544,650000000.0,DYR_ECOLI_Nguyen_2023,337.1,High,DYR_ECOLI,Prokaryote,159,OrganismalFitness,-0.6757952668298763,1.2196402251294307,-0.14130018692208868,-0.2934802507211757,0.00019371062384339989,0.030429080139773163,False
DYR_ECOLI_Thompson_2019,ESM2 (650M),0.48,650000000.0,DYR_ECOLI_Thompson_2019,77.51,Medium,DYR_ECOLI,Prokaryote,159,OrganismalFitness,-0.6757952668298763,0.5812392094973902,-0.14130018692208868,-0.2934802507211757,5.2166102981685044e-05,0.027668907408978545,False
ENV_HV1B9_DuenasDecamp_2016,ESM2 (650M),0.012,650000000.0,ENV_HV1B9_DuenasDecamp_2016,47.92,Medium,ENV_HV1B9,Virus,853,OrganismalFitness,-0.6757952668298763,0.3723982819897136,0.5882517199249828,1.221797833473063,0.005199958384216819,0.03416351735387582,False
ENV_HV1BR_Haddox_2016,ESM2 (650M),0.046,650000000.0,ENV_HV1BR_Haddox_2016,43.39,Medium,ENV_HV1BR,Virus,861,OrganismalFitness,-0.6757952668298763,0.32927112273767056,0.592305840211115,1.230218234492659,0.0039520933668680805,0.03389875026709729,False
ENVZ_ECOLI_Ghose_2023,ESM2 (650M),0.172,650000000.0,ENVZ_ECOLI_Ghose_2023,4595.33,High,ENVZ_ECOLI,Prokaryote,60,Activity,-0.6757952668298763,2.3541981770211122,-0.5645460608588964,-1.1725612194404018,0.012457067814635146,0.056196152724969715,True
EPHB2_HUMAN_Tsuboyama_2023_1F0M,ESM2 (650M),0.81,650000000.0,EPHB2_HUMAN_Tsuboyama_2023_1F0M,126.33,High,EPHB2_HUMAN,Human,66,Stability,-0.6757952668298763,0.793387968748386,-0.5231533757006712,-1.0865886819450563,0.002149028955199818,0.01998881012302816,False
ERBB2_HUMAN_Elazar_2016,ESM2 (650M),0.423,650000000.0,ERBB2_HUMAN_Elazar_2016,0.32,Low,ERBB2_HUMAN,Human,1255,Expression,-0.6757952668298763,-1.8029685490716354,0.7559464145745172,1.5700994323767712,0.0002648232170375322,0.06248980996421766,False
ESTA_BACSU_Nutschel_2020,ESM2 (650M),0.3,650000000.0,ESTA_BACSU_Nutschel_2020,313.28,High,ESTA_BACSU,Prokaryote,212,Stability,-0.6757952668298763,1.1878141427315025,-0.016361450313788772,-0.03398270479925426,0.007429690211980572,0.0506757420741373,True
F7YBW8_MESOW_Ding_2023,ESM2 (650M),0.446,650000000.0,F7YBW8_MESOW_Ding_2023,176.23,High,F7YBW8_MESOW,Prokaryote,93,OrganismalFitness,-0.6757952668298763,0.9379613138322251,-0.374214362688605,-0.7772426022753441,2.6554570037822407e-06,0.03591433402817594,False
F7YBW8_MESOW_Aakre_2015,ESM2 (650M),0.383,650000000.0,F7YBW8_MESOW_Aakre_2015,176.23,High,F7YBW8_MESOW,Prokaryote,93,OrganismalFitness,-0.6757952668298763,0.9379613138322251,-0.374214362688605,-0.7772426022753441,0.0003125285060267868,0.03591433402817594,False
FECA_ECOLI_Tsuboyama_2023_2D1U,ESM2 (650M),0.524,650000000.0,FECA_ECOLI_Tsuboyama_2023_2D1U,141.6,High,FECA_ECOLI,Prokaryote,72,Stability,-0.6757952668298763,0.8429447259622087,-0.48536481481127147,-1.0081019044977733,1.1589875404786735e-06,0.02542209555798135,False
FKBP3_HUMAN_Tsuboyama_2023_2KFV,ESM2 (650M),0.188,650000000.0,FKBP3_HUMAN_Tsuboyama_2023_2KFV,1.85,Medium,FKBP3_HUMAN,Human,69,Stability,-0.6757952668298763,-1.0409467989885277,-0.5038482205052848,-1.0464919070548913,0.004217544017756079,0.032404787394102415,False
GAL4_YEAST_Kitzman_2015,ESM2 (650M),0.668,650000000.0,GAL4_YEAST_Kitzman_2015,10.02,Medium,GAL4_YEAST,Eukaryote,881,OrganismalFitness,-0.6757952668298763,-0.3072508058603145,0.6022785971695077,1.2509316339317147,0.0029035997559191495,0.042393014067749805,False
GCN4_YEAST_Staller_2018,ESM2 (650M),0.281,650000000.0,GCN4_YEAST_Staller_2018,0.66,Low,GCN4_YEAST,Eukaryote,281,Binding,-0.6757952668298763,-1.4885745918496727,0.10600900866253982,0.22018053279816271,3.808663705966778e-05,0.0861192596555015,False
GDIA_HUMAN_Silverstein_2021,ESM2 (650M),0.397,650000000.0,GDIA_HUMAN_Silverstein_2021,0.8,Low,GDIA_HUMAN,Human,447,OrganismalFitness,-0.6757952668298763,-1.405028540399598,0.30761021188939663,0.6389058930224353,6.37906223607049e-07,0.020990752657993897,False
GFP_AEQVI_Sarkisyan_2016,ESM2 (650M),0.108,650000000.0,GFP_AEQVI_Sarkisyan_2016,0.06,Low,GFP_AEQVI,Eukaryote,238,Activity,-0.6757952668298763,-2.5299672770078976,0.03387964581397185,0.07036796740623952,0.004575874652881799,0.06379438392083878,False
GLPA_HUMAN_Elazar_2016,ESM2 (650M),0.425,650000000.0,GLPA_HUMAN_Elazar_2016,0.51,Low,GLPA_HUMAN,Human,150,Expression,-0.6757952668298763,-1.6005483512936052,-0.16660605218685864,-0.3460404903386648,0.0013449317661028554,0.07017426737827735,False
GRB2_HUMAN_Faure_2021,ESM2 (650M),0.647,650000000.0,GRB2_HUMAN_Faure_2021,6.78,Medium,GRB2_HUMAN,Human,217,OrganismalFitness,-0.6757952668298763,-0.4768888335244781,-0.0062375773940104295,-0.012955437762416365,0.0018481303587215797,0.023087375554140456,False
HCP_LAMBD_Tsuboyama_2023_2L6Q,ESM2 (650M),0.686,650000000.0,HCP_LAMBD_Tsuboyama_2023_2L6Q,30.76,Medium,HCP_LAMBD,Virus,55,Stability,-0.6757952668298763,0.17986780373785205,-0.6023346217482961,-1.2510479968876846,0.01307383416432629,0.047711580856130004,True
HECD1_HUMAN_Tsuboyama_2023_3DKM,ESM2 (650M),0.387,650000000.0,HECD1_HUMAN_Tsuboyama_2023_3DKM,17.22,Medium,HECD1_HUMAN,Human,72,Stability,-0.6757952668298763,-0.07208538027390543,-0.48536481481127147,-1.0081019044977733,0.000617225432163526,0.021614190219003484,False
HEM3_HUMAN_Loggerenberg_2023,ESM2 (650M),0.393,650000000.0,HEM3_HUMAN_Loggerenberg_2023,32.84,Medium,HEM3_HUMAN,Human,361,Activity,-0.6757952668298763,0.20828462105586176,0.21480989066311773,0.4461597818264814,0.00035421250752185117,0.02552077692681064,False
HIS7_YEAST_Pokusaeva_2019,ESM2 (650M),0.411,650000000.0,HIS7_YEAST_Pokusaeva_2019,23.97,Medium,HIS7_YEAST,Eukaryote,220,OrganismalFitness,-0.6757952668298763,0.07154950664211235,-0.00027463042033382123,-0.0005704069213982914,0.00012867021564307902,0.03513970363336594,False
HMDH_HUMAN_Jiang_2019,ESM2 (650M),0.509,650000000.0,HMDH_HUMAN_Jiang_2019,0.58,Low,HMDH_HUMAN,Human,888,OrganismalFitness,-0.6757952668298763,-1.544690533828604,0.6057156545360609,1.258070396304586,0.0003713737266715994,0.022955747390140308,False
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,ESM2 (650M),0.257,650000000.0,HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,6.47,Medium,HSP82_YEAST,Eukaryote,709,OrganismalFitness,-0.6757952668298763,-0.4972142467228411,0.5079489239405266,1.055009061196885,0.002714601310672528,0.037332688511210146,False
HSP82_YEAST_Flynn_2019,ESM2 (650M),0.283,650000000.0,HSP82_YEAST_Flynn_2019,5.45,Medium,HSP82_YEAST,Eukaryote,709,OrganismalFitness,-0.6757952668298763,-0.571722025114899,0.5079489239405266,1.055009061196885,0.0019377276702609953,0.03702034858222689,False
HSP82_YEAST_Mishra_2016,ESM2 (650M),0.461,650000000.0,HSP82_YEAST_Mishra_2016,5.45,Medium,HSP82_YEAST,Eukaryote,709,OrganismalFitness,-0.6757952668298763,-0.571722025114899,0.5079489239405266,1.055009061196885,4.287922261601327e-06,0.03702034858222689,False
HXK4_HUMAN_Gersing_2022_activity,ESM2 (650M),0.517,650000000.0,HXK4_HUMAN_Gersing_2022_activity,4.99,Medium,HXK4_HUMAN,Human,465,OrganismalFitness,-0.6757952668298763,-0.6100179817681515,0.324755641647414,0.6745169218095363,0.00014458294588939007,0.01757834601119354,False
HXK4_HUMAN_Gersing_2023_abundance,ESM2 (650M),0.367,650000000.0,HXK4_HUMAN_Gersing_2023_abundance,5.38,Medium,HXK4_HUMAN,Human,465,Expression,-0.6757952668298763,-0.5773362517251522,0.324755641647414,0.6745169218095363,0.00022465452357207043,0.04711304959447101,False
I6TAH8_I68A0_Doud_2015,ESM2 (650M),0.02,650000000.0,I6TAH8_I68A0_Doud_2015,2.15,Medium,I6TAH8_I68A0,Virus,498,OrganismalFitness,-0.6757952668298763,-0.975680067475936,0.3545320315171776,0.7363624335169494,0.002033097057508534,0.03171234663551302,False
IF1_ECOLI_Kelsic_2016,ESM2 (650M),0.599,650000000.0,IF1_ECOLI_Kelsic_2016,536.24,High,IF1_ECOLI,Prokaryote,72,OrganismalFitness,-0.6757952668298763,1.4212406789941285,-0.48536481481127147,-1.0081019044977733,0.0012368751435563573,0.04243887761894408,False
ILF3_HUMAN_Tsuboyama_2023_2L33,ESM2 (650M),0.318,650000000.0,ILF3_HUMAN_Tsuboyama_2023_2L33,309.51,High,ILF3_HUMAN,Human,71,Stability,-0.6757952668298763,1.1825561578697967,-0.49143896252346475,-1.0207178990857697,0.0027507428675600646,0.02171703377727583,False
ISDH_STAAW_Tsuboyama_2023_2LHR,ESM2 (650M),0.429,650000000.0,ISDH_STAAW_Tsuboyama_2023_2LHR,713.67,High,ISDH_STAAW,Prokaryote,55,Stability,-0.6757952668298763,1.545378913644083,-0.6023346217482961,-1.2510479968876846,0.0007830625428951617,0.025122391576996563,False
KCNE1_HUMAN_Muhammad_2023_expression,ESM2 (650M),0.106,650000000.0,KCNE1_HUMAN_Muhammad_2023_expression,1.74,Medium,KCNE1_HUMAN,Human,129,Expression,-0.6757952668298763,-1.0675692791089417,-0.2321076009432912,-0.4820870970021274,0.007660572373502401,0.06575105554886136,True
KCNE1_HUMAN_Muhammad_2023_function,ESM2 (650M),0.525,650000000.0,KCNE1_HUMAN_Muhammad_2023_function,1.74,Medium,KCNE1_HUMAN,Human,129,Activity,-0.6757952668298763,-1.0675692791089417,-0.2321076009432912,-0.4820870970021274,0.0018233783595459105,0.04567686314091169,False
KCNH2_HUMAN_Kozek_2020,ESM2 (650M),0.28,650000000.0,KCNH2_HUMAN_Kozek_2020,6.29,Medium,KCNH2_HUMAN,Human,1159,Activity,-0.6757952668298763,-0.5094678819462725,0.721386124721056,1.4983177684446287,0.0025251211519499756,0.03700012901736639,False
KCNJ2_MOUSE_Coyote-Maestas_2022_function,ESM2 (650M),0.382,650000000.0,KCNJ2_MOUSE_Coyote-Maestas_2022_function,5.28,Medium,KCNJ2_MOUSE,Eukaryote,428,Activity,-0.6757952668298763,-0.5854846048577291,0.28874645777063224,0.5997259074264492,0.00014989205193853964,0.03472991892138337,False
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,ESM2 (650M),0.352,650000000.0,KCNJ2_MOUSE_Coyote-Maestas_2022_surface,5.28,Medium,KCNJ2_MOUSE,Eukaryote,428,Expression,-0.6757952668298763,-0.5854846048577291,0.28874645777063224,0.5997259074264492,0.0003871476211065938,0.07054746754898625,False
